MSSubClass,MSZoning,LotFrontage,Neighborhood,OverallQual,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,Exterior
10,3,4.804021044733257,15,9,9.5,1,0.0,3,5,4.0,1.0,2.0,7.496097345175956,4,7.496097345175956,7.496097345175956,2,4,5,1,4,3,3.0,3,6.555356891810665,12.27749522954023
12,3,4.382026634673881,20,7,8.833333333333314,2,3.8066624897703196,3,5,3.0,1.0,3.0,6.706862336602747,4,6.715383386334681,7.546974117516527,2,3,6,2,5,3,3.0,3,6.236369590203704,12.27749522954023
12,3,4.174387269895637,13,6,9.5,1,0.0,3,5,3.0,1.0,2.0,6.664409020350408,4,6.664409020350408,7.3031700512368,2,3,6,2,4,3,3.0,3,5.976350909297934,12.27749522954023
6,2,3.912023005428146,6,3,0.0,1,0.0,2,2,2.0,1.0,2.0,6.398594934535208,1,6.398594934535208,6.876264611890766,1,2,4,1,2,2,1.0,1,0.0,12.27749522954023
11,4,3.5553480614894135,18,7,9.5,1,5.198497031265826,3,5,3.0,1.0,3.0,7.124478262493424,4,7.124478262493424,7.124478262493424,1,3,2,1,4,3,3.0,3,6.345636360828596,12.27749522954023
10,3,4.382026634673881,7,5,2.1666666666666288,1,0.0,2,5,2.0,1.0,1.0,7.022868086082641,2,7.022868086082641,7.022868086082641,1,2,3,1,2,1,1.0,3,6.175867270105761,12.27749522954023
12,3,4.584967478670572,23,8,8.166666666666629,2,6.883462586413092,3,5,3.0,1.0,3.0,7.111512116496157,4,7.152268856032539,7.868254265520613,2,3,6,2,4,3,3.0,4,6.517671272912275,12.27749522954023
10,3,3.7612001156935624,14,7,9.5,2,2.833213344056216,3,5,3.0,3.0,2.0,7.144407180321139,4,7.144407180321139,7.144407180321139,2,3,4,2,4,3,3.0,3,5.963579343618446,12.27749522954023
6,2,4.07753744390572,6,6,8.833333333333314,1,0.0,2,3,2.0,1.0,2.0,6.186208623900494,3,6.90975328164481,7.400009517162692,1,3,3,1,4,1,1.0,2,5.545177444479562,12.27749522954023
10,3,4.418840607796598,22,9,10.0,3,6.111467339502679,4,5,4.0,3.0,3.0,7.565793282428515,4,7.57095858316901,7.57095858316901,2,4,6,2,4,3,3.0,4,6.408528791059498,12.27749522954023
12,4,4.174387269895637,18,7,9.333333333333314,1,0.0,3,5,3.0,1.0,2.0,6.647688373563329,4,6.658011045870748,7.3632795869630385,2,3,4,1,4,3,2.0,3,6.421622267806518,12.27749522954023
12,3,4.406719247264253,23,8,8.0,2,6.049733455231958,3,5,3.0,1.0,3.0,7.242082359256962,4,7.249925536717988,7.780303087908373,2,3,5,2,4,3,3.0,4,6.769641976852503,12.27749522954023
12,3,4.219507705176107,15,6,9.333333333333314,1,0.0,2,5,3.0,1.0,2.0,6.621405651764134,4,6.621405651764134,7.313886831633462,2,3,4,1,4,3,2.0,3,6.336825731146441,12.27749522954023
10,3,4.1588830833596715,15,7,9.333333333333314,3,3.2188758248682006,3,5,3.0,3.0,3.0,7.080026499922591,4,7.097548850614793,7.097548850614793,2,3,4,1,4,3,2.0,3,6.450470422144176,12.27749522954023
10,3,4.31748811353631,18,8,9.333333333333314,2,3.9889840465642745,3,5,3.0,1.0,3.0,7.362010551259734,4,7.362010551259734,7.362010551259734,2,3,5,2,4,3,2.0,4,6.715383386334681,12.27749522954023
4,3,3.8066624897703196,12,5,4.333333333333314,2,5.10594547390058,2,3,2.0,1.0,2.0,7.427144133408616,1,7.427144133408616,7.427144133408616,2,2,6,1,2,2,1.0,3,6.270988431858299,12.27749522954023
11,3,3.7612001156935624,14,7,9.333333333333314,2,2.833213344056216,3,5,3.0,1.0,3.0,7.205635176410364,4,7.316548177182976,7.316548177182976,2,3,5,2,4,3,3.0,3,6.126869184114185,12.27749522954023
10,3,3.7612001156935624,10,7,9.166666666666629,3,4.6913478822291435,3,5,4.0,2.0,2.0,7.444833273892193,4,7.444833273892193,7.444833273892193,2,3,5,2,4,3,3.0,3,6.311734809152915,12.27749522954023
12,3,4.248495242049359,12,8,8.5,1,0.0,3,5,3.0,1.0,3.0,6.698268054115413,4,6.698268054115413,7.418180822726788,2,3,4,1,4,3,3.0,3,6.270988431858299,12.27749522954023
10,3,4.290459441148391,15,7,7.666666666666629,2,5.2832037287379885,3,5,3.0,4.0,3.0,7.316548177182976,4,7.316548177182976,7.316548177182976,2,3,4,2,4,3,3.0,3,6.171700597410915,12.27749522954023
11,3,3.7612001156935624,14,7,9.166666666666629,2,4.983606621708336,3,5,3.0,4.0,3.0,7.217443431696533,4,7.317876198626496,7.317876198626496,2,3,4,2,4,3,3.0,3,6.089044875446846,12.27749522954023
10,3,4.0943445622221,5,4,9.166666666666629,1,0.0,2,5,3.0,1.0,3.0,7.0326242610280065,4,7.0326242610280065,7.0326242610280065,1,3,3,1,4,3,3.0,3,6.113682179832232,12.27749522954023
10,3,4.1588830833596715,15,7,9.333333333333314,3,4.442651256490317,3,5,3.0,3.0,3.0,7.090076835776092,4,7.107425474110705,7.107425474110705,2,3,4,1,4,3,2.0,3,6.450470422144176,12.27749522954023
11,3,3.7612001156935624,14,7,9.333333333333314,2,2.70805020110221,3,5,3.0,1.0,3.0,7.205635176410364,4,7.316548177182976,7.316548177182976,2,3,5,2,4,3,3.0,3,6.082218910376446,12.27749522954023
10,3,4.248495242049359,15,5,3.6666666666666288,1,0.0,2,3,2.0,1.0,1.0,6.78332520060396,2,6.78332520060396,6.78332520060396,1,2,3,1,2,2,1.0,3,6.135564891081739,12.27749522954023
10,3,4.2626798770413155,20,8,9.666666666666629,3,5.82600010738045,3,5,3.0,4.0,3.0,7.40184157874383,4,7.4067107301776405,7.4067107301776405,2,3,5,2,4,3,2.0,4,6.68586094706836,12.27749522954023
3,2,4.290459441148391,8,5,7.5,1,0.0,2,5,2.0,2.0,2.0,6.532334292222349,3,6.855408798609928,7.564757012905729,2,2,8,1,1,1,1.0,1,0.0,12.27749522954023
10,3,4.430816798843313,15,7,8.666666666666629,3,5.69035945432406,3,5,3.0,1.0,3.0,7.411556287811163,4,7.411556287811163,7.411556287811163,2,3,4,1,4,3,1.0,4,6.803505257608338,12.27749522954023
10,3,4.48863636973214,20,9,9.666666666666629,3,4.2626798770413155,3,5,4.0,4.0,3.0,7.390798521735676,4,7.390798521735676,7.390798521735676,2,4,4,2,4,3,3.0,4,6.816735880594968,12.27749522954023
12,3,4.356708826689592,15,8,8.666666666666629,2,5.983936280687191,3,5,3.0,1.0,2.0,6.962243464266207,4,6.962243464266207,7.724888439323074,2,3,5,2,5,3,3.0,3,6.80903930604298,12.27749522954023
11,3,3.5263605246161616,22,6,9.166666666666629,3,4.912654885736052,3,5,3.0,3.0,2.0,7.175489713624222,4,7.175489713624222,7.175489713624222,2,3,3,2,4,3,2.0,3,6.437751649736401,12.27749522954023
10,3,4.04305126783455,15,5,7.5,1,0.0,2,5,3.0,1.0,3.0,6.898714534329988,4,6.898714534329988,6.898714534329988,1,2,3,1,2,3,1.0,3,6.511745329644728,12.27749522954023
10,3,4.290459441148391,13,7,9.5,1,0.0,3,5,3.0,3.0,2.0,7.172424577124845,4,7.172424577124845,7.172424577124845,2,3,4,1,4,3,3.0,3,6.07993319509559,12.27749522954023
10,3,4.634728988229636,15,7,9.5,1,0.0,3,5,3.0,3.0,2.0,7.183111701743281,4,7.183111701743281,7.183111701743281,2,3,4,2,4,3,3.0,3,6.089044875446846,12.27749522954023
12,3,4.605170185988092,9,6,4.666666666666629,1,5.60947179518496,2,3,2.0,1.0,1.0,6.705639094860003,2,7.028201432058005,7.589841512182657,1,2,7,2,4,1,2.0,3,6.293419278846481,12.27749522954023
12,3,4.499809670330265,15,8,8.666666666666629,2,5.351858133476067,3,5,3.0,2.0,3.0,6.97166860472579,4,6.9957661563048505,7.595889917718538,2,3,5,2,4,3,3.0,3,6.375024819828097,12.27749522954023
11,3,3.7612001156935624,22,7,9.166666666666629,3,5.484796933490655,3,5,3.0,3.0,3.0,7.21890970761906,4,7.21890970761906,7.21890970761906,2,3,4,2,4,3,2.0,3,6.184148890937483,12.27749522954023
12,3,4.564348191467836,22,9,9.666666666666629,3,5.043425116919247,4,5,4.0,3.0,3.0,7.007600613951853,4,7.030857476116121,7.68937110752969,2,4,8,2,4,3,3.0,4,6.729824070489475,12.27749522954023
12,3,4.07753744390572,13,6,7.333333333333314,1,0.0,3,5,3.0,1.0,2.0,6.684611727667927,3,6.684611727667927,7.360103972989152,2,2,5,2,4,3,2.0,3,5.942799375126701,12.27749522954023
10,3,4.30406509320417,15,7,9.333333333333314,1,0.0,3,5,3.0,3.0,2.0,7.123672785204607,4,7.123672785204607,7.123672785204607,2,3,3,1,4,3,2.0,4,6.717804695023691,12.27749522954023
11,2,3.6109179126442243,15,6,9.0,2,5.135798437050262,3,5,3.0,2.0,3.0,6.744059186311348,4,6.744059186311348,6.744059186311348,1,3,1,2,4,3,2.0,3,6.042632833682381,12.27749522954023
10,3,4.174387269895637,15,5,7.333333333333314,1,0.0,2,5,3.0,1.0,3.0,6.898714534329988,3,6.898714534329988,6.898714534329988,1,2,3,1,4,3,1.0,2,5.703782474656201,12.27749522954023
10,3,4.382026634673881,12,6,9.0,2,4.976733742420574,3,3,2.0,1.0,2.0,7.138073034044347,4,7.138073034044347,7.138073034044347,2,3,3,1,4,1,2.0,3,6.270988431858299,12.27749522954023
10,3,4.248495242049359,15,7,8.666666666666629,2,4.61512051684126,3,5,3.0,1.0,2.0,7.286191714702382,4,7.286191714702382,7.286191714702382,2,3,4,2,4,3,2.0,3,6.269096283706261,12.27749522954023
12,4,4.442651256490317,18,8,9.333333333333314,1,0.0,3,5,3.0,2.0,2.0,6.9874902470009905,4,6.9874902470009905,7.577633832602728,2,3,7,2,4,3,2.0,4,6.950814768442584,12.27749522954023
5,2,3.1780538303479458,5,7,9.0,3,3.9318256327243257,3,5,3.0,1.0,2.0,6.878326468291325,4,6.878326468291325,7.444248649496705,2,3,5,1,2,3,1.0,3,5.942799375126701,12.27749522954023
10,3,4.356708826689592,15,6,9.333333333333314,1,0.0,3,5,3.0,1.0,3.0,7.181591944611865,3,7.181591944611865,7.181591944611865,2,3,4,2,4,3,2.0,3,6.089044875446846,12.27749522954023
12,3,5.123963979403259,13,7,9.333333333333314,1,0.0,3,5,4.0,1.0,2.0,6.767343125265392,4,6.78897174299217,7.611842399580417,2,3,7,2,5,3,2.0,3,6.0473721790462776,12.27749522954023
12,3,4.442651256490317,13,6,8.333333333333314,1,0.0,2,5,3.0,1.0,2.0,6.829793737512425,4,6.855408798609928,7.43307534889858,2,2,5,2,4,3,2.0,3,6.139884552226255,12.27749522954023
10,3,4.532599493153256,22,8,9.5,3,5.796057750765372,3,5,4.0,1.0,3.0,7.45876269238096,4,7.45876269238096,7.45876269238096,2,4,5,2,4,3,2.0,4,6.834108738813838,12.27749522954023
9,3,4.406719247264253,13,8,8.666666666666629,1,0.0,3,5,3.0,1.0,3.0,6.013715156042802,4,6.659293919683638,7.258412150595307,2,3,5,2,5,3,3.0,3,6.269096283706261,12.27749522954023
10,3,4.04305126783455,7,5,8.833333333333314,1,0.0,2,3,2.0,1.0,1.0,6.796823718274855,4,6.796823718274855,6.796823718274855,1,3,3,1,4,1,2.0,3,6.111467339502679,12.27749522954023
10,3,4.430816798843313,15,7,9.333333333333314,2,5.2832037287379885,3,5,3.0,3.0,3.0,7.347943823148687,4,7.347943823148687,7.347943823148687,2,3,5,1,4,3,2.0,4,6.663132695990803,12.27749522954023
10,3,3.912023005428146,5,5,9.666666666666629,1,0.0,2,3,2.0,1.0,2.0,6.54965074223381,4,6.54965074223381,6.54965074223381,1,2,2,1,1,1,1.0,1,0.0,12.27749522954023
11,3,3.970291913552122,14,7,9.5,2,4.875197323201151,3,5,3.0,1.0,2.0,7.2254814727822945,4,7.349873704738337,7.349873704738337,2,3,5,2,4,3,3.0,4,6.493753839851686,12.27749522954023
10,3,5.204006687076795,13,7,9.0,1,0.0,3,5,3.0,3.0,3.0,7.333676395657684,4,7.333676395657684,7.333676395657684,2,3,5,2,4,3,3.0,4,6.447305862541213,12.27749522954023
12,3,4.07753744390572,13,7,9.166666666666629,1,0.0,3,5,3.0,3.0,2.0,6.742880635791903,4,6.742880635791903,7.580699752224563,2,3,6,2,5,3,3.0,3,6.075346031088684,12.27749522954023
12,3,4.382026634673881,11,8,7.5,1,0.0,3,5,3.0,1.0,3.0,7.029087564149662,4,7.04141166379481,7.611347717403621,2,3,6,2,4,3,2.0,3,6.1463292576688975,12.27749522954023
12,3,4.04305126783455,13,6,7.833333333333314,1,0.0,2,5,3.0,3.0,2.0,6.821107472256465,3,6.821107472256465,7.3783837129967145,2,2,5,2,4,3,3.0,3,6.133398042996649,12.27749522954023
6,3,4.382026634673881,9,6,0.0,1,0.0,2,3,2.0,1.0,1.0,6.940222469119639,2,6.940222469119639,7.133295954896068,1,2,4,1,4,1,1.0,2,5.666426688112432,12.27749522954023
6,3,3.9889840465642745,7,5,7.666666666666629,1,0.0,2,3,2.0,1.0,2.0,6.660575149839686,3,6.660575149839686,6.928537818164665,1,2,4,1,1,2,1.0,1,0.0,12.27749522954023
12,3,4.343805421853684,15,8,9.5,3,5.831882477283517,3,5,4.0,4.0,3.0,7.2909747781429814,4,7.2909747781429814,7.947678571301568,3,3,9,2,5,3,2.0,4,6.959398512133975,12.27749522954023
8,2,3.912023005428146,6,7,6.333333333333314,1,0.0,2,5,2.0,1.0,2.0,6.478509642208569,4,6.725033642166843,7.301822342137932,1,2,5,1,2,1,1.0,3,5.783825182329737,12.27749522954023
12,3,4.51085950651685,9,7,6.333333333333314,3,5.666426688112432,2,3,2.0,4.0,2.0,6.762729506931879,2,6.805722553416985,7.507141079727608,1,3,6,3,4,1,1.0,3,6.20050917404269,12.27749522954023
11,3,3.5263605246161616,22,7,9.666666666666629,3,5.117993812416755,3,5,3.0,1.0,3.0,7.181591944611865,4,7.181591944611865,7.181591944611865,2,3,4,2,4,3,2.0,3,6.440946540632921,12.27749522954023
10,3,4.5217885770490405,18,8,9.666666666666629,3,5.231108616854587,3,5,3.0,1.0,2.0,7.365812837209472,4,7.365812837209472,7.365812837209472,2,3,5,1,4,3,2.0,4,6.7226297948554485,12.27749522954023
10,3,4.6913478822291435,7,5,3.0,1,0.0,2,3,3.0,1.0,1.0,6.796823718274855,3,6.796823718274855,6.796823718274855,1,2,3,2,4,1,3.0,3,6.111467339502679,12.27749522954023
10,3,4.3694478524670215,22,7,9.833333333333314,3,5.594711379601839,3,5,3.0,1.0,2.0,7.315218389752975,4,7.315218389752975,7.315218389752975,2,3,5,1,4,3,2.0,3,6.4692503167957724,12.27749522954023
10,3,4.1588830833596715,15,8,9.666666666666629,3,4.290459441148391,3,5,3.0,3.0,2.0,7.43543801981455,4,7.43543801981455,7.43543801981455,2,3,5,1,4,3,2.0,4,6.655440350367647,12.27749522954023
12,3,4.060443010546419,13,6,8.333333333333314,1,0.0,2,5,3.0,1.0,3.0,6.866933284461882,4,6.866933284461882,7.421775793644647,2,2,5,2,4,3,3.0,3,6.159095388491933,12.27749522954023
12,3,4.219507705176107,15,7,8.666666666666629,2,4.564348191467836,3,5,3.0,1.0,2.0,6.723832440821209,4,6.723832440821209,7.415175109613295,2,3,5,1,4,3,2.0,3,6.202535517187923,12.27749522954023
12,3,4.0943445622221,13,7,8.166666666666629,1,0.0,2,5,2.0,1.0,2.0,6.902742737158593,3,6.9363427358340495,7.498315870766981,2,3,5,2,4,3,3.0,3,6.093569770045136,12.27749522954023
6,2,4.0943445622221,6,5,7.333333333333314,1,0.0,2,5,2.0,2.0,2.0,6.555356891810665,3,6.736966958001855,7.29505641646263,1,3,4,1,2,1,1.0,2,5.5254529391317835,12.27749522954023
11,2,4.5217885770490405,10,6,8.166666666666629,2,6.054439346269371,2,5,4.0,1.0,3.0,7.110696122978827,4,7.110696122978827,7.110696122978827,2,2,3,1,4,3,3.0,3,5.998936561946683,12.27749522954023
12,3,3.9318256327243257,13,6,9.166666666666629,1,0.0,2,5,3.0,1.0,2.0,6.591673732008658,4,6.591673732008658,7.284134806195205,2,3,6,1,4,3,3.0,3,5.993961427306569,12.27749522954023
12,3,4.060443010546419,13,7,9.333333333333314,1,0.0,3,5,3.0,3.0,2.0,6.779921907472252,4,6.779921907472252,7.530479995245536,2,3,7,2,5,3,3.0,4,6.493753839851686,12.27749522954023
10,3,4.248495242049359,15,7,8.5,1,0.0,3,5,3.0,1.0,2.0,7.10085190894405,4,7.10085190894405,7.10085190894405,2,3,4,1,4,3,2.0,3,6.352629396319567,12.27749522954023
12,3,4.382026634673881,15,7,8.0,1,0.0,2,5,3.0,3.0,2.0,6.7650389767805414,4,6.7650389767805414,7.484368643286131,2,3,4,1,4,3,2.0,3,6.304448802421981,12.27749522954023
10,3,4.31748811353631,15,7,8.5,2,5.147494476813453,3,5,3.0,1.0,2.0,7.396948602621014,4,7.396948602621014,7.396948602621014,2,3,4,2,4,3,1.0,3,6.113682179832232,12.27749522954023
10,3,4.248495242049359,15,6,8.833333333333314,2,4.795790545596741,3,5,3.0,3.0,3.0,7.428333194190806,4,7.438971592395862,7.438971592395862,2,3,5,1,4,3,2.0,3,6.300785794663244,12.27749522954023
10,3,4.442651256490317,18,8,9.333333333333314,3,6.042632833682381,3,5,4.0,2.0,3.0,7.415175109613295,4,7.415175109613295,7.415175109613295,2,3,6,2,4,3,2.0,3,6.2166061010848646,12.27749522954023
9,3,4.406719247264253,7,4,8.5,1,0.0,2,3,2.0,3.0,3.0,6.47543271670409,4,6.8679744089702925,6.8679744089702925,1,2,1,1,4,1,1.0,2,5.8998973535824915,12.27749522954023
10,3,4.59511985013459,7,5,2.6666666666666288,1,0.0,2,3,2.0,1.0,1.0,6.796823718274855,2,6.796823718274855,6.796823718274855,1,2,3,1,2,1,2.0,2,5.953243334287785,12.27749522954023
4,2,4.219507705176107,7,6,4.666666666666629,1,0.0,2,1,2.0,2.0,1.0,0.0,2,7.1846291527173145,7.551186867296149,2,2,6,1,4,2,1.0,3,6.29156913955832,12.27749522954023
12,3,4.0943445622221,13,7,9.166666666666629,1,0.0,3,5,3.0,3.0,3.0,6.670766320845874,4,6.670766320845874,7.307202314764738,2,3,6,2,4,3,3.0,3,5.963579343618446,12.27749522954023
9,3,4.174387269895637,9,6,1.3333333333333144,2,4.1588830833596715,2,3,2.0,3.0,3.0,6.3784261836515865,4,7.037905963447182,7.037905963447182,1,2,4,1,4,1,2.0,2,5.579729825986222,12.27749522954023
12,3,4.454347296253507,18,6,9.5,3,4.31748811353631,3,5,3.0,2.0,2.0,6.796823718274855,4,6.796823718274855,7.56734567601324,2,3,7,2,5,3,3.0,4,6.505784060128229,12.27749522954023
10,3,4.276666119016055,9,5,9.666666666666629,2,5.707110264748875,2,3,2.0,1.0,2.0,6.816735880594968,4,6.816735880594968,6.816735880594968,1,3,3,1,2,3,1.0,3,6.3578422665081,12.27749522954023
12,3,3.713572066704308,15,7,9.166666666666629,1,0.0,3,5,3.0,1.0,2.0,6.742880635791903,4,6.742880635791903,7.575071699507561,2,3,6,2,5,3,3.0,3,6.075346031088684,12.27749522954023
10,3,4.143134726391533,11,6,9.166666666666629,1,0.0,3,5,3.0,1.0,2.0,7.040536390215956,4,7.040536390215956,7.040536390215956,1,2,4,1,2,3,1.0,3,6.184148890937483,12.27749522954023
10,3,4.1588830833596715,20,8,9.333333333333314,2,3.4965075614664802,3,5,3.0,3.0,3.0,7.29776828253138,4,7.3031700512368,7.3031700512368,2,4,4,2,4,3,2.0,3,6.159095388491933,12.27749522954023
12,3,4.174387269895637,15,7,8.833333333333314,2,5.53338948872752,3,5,3.0,1.0,3.0,6.785587645007929,4,6.785587645007929,7.478169694159785,2,3,6,1,4,3,2.0,3,6.298949246855942,12.27749522954023
10,3,4.418840607796598,18,7,9.5,3,0.0,3,5,3.0,3.0,2.0,7.432483807917119,4,7.432483807917119,7.432483807917119,2,3,5,1,4,3,2.0,4,6.86171134048073,12.27749522954023
10,3,4.672828834461906,22,10,9.333333333333314,1,2.833213344056216,4,5,4.0,4.0,3.0,7.638679823876112,4,7.638679823876112,7.638679823876112,2,4,5,2,4,3,3.0,4,6.7464121285733745,12.27749522954023
9,3,4.356708826689592,12,6,8.833333333333314,2,4.31748811353631,2,3,3.0,1.0,2.0,6.373319789577012,4,7.039660349862076,7.533158807455563,3,2,5,2,5,2,3.0,3,6.169610732491456,12.27749522954023
12,4,4.174387269895637,18,7,9.333333333333314,1,0.0,3,5,3.0,1.0,2.0,6.6293632534374485,4,6.6293632534374485,7.348587530927593,2,3,4,1,4,3,2.0,3,6.423246963533519,12.27749522954023
12,3,4.0943445622221,5,7,9.0,3,4.532599493153256,3,5,3.0,1.0,2.0,6.616065185132817,4,6.634633357861686,7.4127640174265625,2,3,5,2,5,3,3.0,3,5.986452005284438,12.27749522954023
9,3,4.07753744390572,13,7,9.166666666666629,3,5.209486152841421,3,5,3.0,4.0,3.0,6.75343791859778,4,7.062191632286556,7.062191632286556,2,3,3,1,4,3,3.0,3,5.993961427306569,12.27749522954023
12,3,4.219507705176107,13,6,8.166666666666629,1,0.0,2,5,3.0,1.0,2.0,6.7357800142423265,4,6.794586580876499,7.424165281042028,2,2,5,2,5,3,3.0,3,6.220590170099739,12.27749522954023
12,3,4.31748811353631,15,8,8.666666666666629,1,4.653960350157523,3,5,3.0,1.0,3.0,7.029087564149662,4,7.029087564149662,7.616775808698373,2,3,5,2,4,3,2.0,3,6.359573868672378,12.27749522954023
10,3,4.204692619390966,15,7,8.666666666666629,2,4.709530201312334,3,5,3.0,1.0,3.0,7.3613754289773485,4,7.3613754289773485,7.3613754289773485,2,3,4,1,4,3,2.0,3,6.300785794663244,12.27749522954023
12,3,4.454347296253507,22,8,9.333333333333314,3,6.670766320845874,3,5,3.0,2.0,2.0,6.990256500493881,4,7.02197642307216,7.58629630715272,2,4,6,2,5,3,3.0,4,6.625392368007956,12.27749522954023
2,2,3.5553480614894135,5,6,9.333333333333314,2,4.418840607796598,2,5,3.0,4.0,3.0,6.306275286948016,3,6.9782137426306985,6.9782137426306985,2,2,3,1,3,3,3.0,3,6.26530121273771,12.27749522954023
12,3,4.330733340286331,13,7,8.166666666666629,1,5.84354441703136,3,5,3.0,1.0,3.0,6.88653164253051,4,6.913737350659685,7.592870287844818,2,3,7,2,4,3,3.0,3,6.19644412779452,12.27749522954023
12,3,4.5217885770490405,23,8,7.333333333333314,2,5.971261839790462,3,5,3.0,1.0,3.0,7.061334366910438,4,7.093404625868766,7.834788107388194,2,3,6,2,4,3,2.0,4,6.739336627357174,12.27749522954023
10,3,4.290459441148391,18,7,9.166666666666629,2,5.43372200355424,3,5,3.0,3.0,2.0,7.388327859577107,4,7.388327859577107,7.388327859577107,2,3,5,1,4,3,2.0,4,6.727431724850855,12.27749522954023
5,2,3.4657359027997265,5,7,9.0,3,4.770684624465665,3,5,3.0,1.0,2.0,6.884486652042782,4,6.884486652042782,7.443663683115591,2,3,5,1,2,3,1.0,3,5.942799375126701,12.27749522954023
10,3,4.68213122712422,22,9,9.5,3,5.707110264748875,3,5,4.0,1.0,3.0,7.410347097821024,4,7.410347097821024,7.410347097821024,2,4,4,3,4,3,3.0,3,6.734591659972948,12.27749522954023
11,3,3.871201010907891,22,7,9.333333333333314,3,4.553876891600541,3,5,3.0,1.0,2.0,7.221835825288449,4,7.221835825288449,7.221835825288449,2,3,4,2,4,3,2.0,3,6.163314804034641,12.27749522954023
10,3,4.0943445622221,15,5,7.5,1,0.0,2,5,3.0,1.0,2.0,6.898714534329988,4,6.898714534329988,6.898714534329988,1,2,3,1,2,3,1.0,3,6.175867270105761,12.27749522954023
10,3,4.219507705176107,15,7,9.5,2,4.394449154672439,3,5,3.0,1.0,3.0,7.150701457592526,4,7.150701457592526,7.150701457592526,2,3,4,1,4,3,2.0,3,6.2324480165505225,12.27749522954023
12,3,4.68213122712422,23,9,8.166666666666629,2,5.111987788356544,3,5,3.0,1.0,2.0,7.2399325913204695,4,7.260522598089852,7.8632667240095735,2,3,8,2,5,3,3.0,4,6.659293919683638,12.27749522954023
10,3,4.110873864173311,15,8,9.666666666666629,3,5.602118820879701,3,5,4.0,4.0,2.0,7.392031567514591,4,7.396948602621014,7.396948602621014,2,4,6,2,4,3,2.0,4,6.7580945044277305,12.27749522954023
11,4,3.8501476017100584,18,7,9.5,1,0.0,3,5,4.0,1.0,2.0,7.210079628170788,4,7.210079628170788,7.210079628170788,2,3,3,2,4,3,2.0,3,6.1463292576688975,12.27749522954023
10,3,4.189654742026425,15,8,8.666666666666629,2,5.187385805840755,3,5,3.0,4.0,2.0,7.469654172932128,4,7.488852955733459,7.488852955733459,2,3,5,2,4,3,2.0,4,6.618738983517219,12.27749522954023
10,3,4.219507705176107,4,3,0.0,1,0.0,2,3,1.0,2.0,2.0,0.0,2,6.580639137284949,6.580639137284949,1,2,2,1,2,1,1.0,2,5.662960480135946,12.27749522954023
1,3,3.912023005428146,4,4,0.0,1,0.0,1,3,2.0,1.0,1.0,6.042632833682381,3,6.5638555265321274,6.5638555265321274,1,1,3,1,2,3,1.0,1,0.0,12.27749522954023
10,3,4.31748811353631,18,8,9.5,2,6.061456918928017,3,5,4.0,3.0,2.0,7.493317248862145,4,7.493317248862145,7.493317248862145,2,3,5,2,4,3,2.0,4,6.79794041297493,12.27749522954023
10,3,4.0943445622221,10,5,9.666666666666629,1,0.0,3,3,2.0,1.0,2.0,6.705639094860003,4,6.705639094860003,6.705639094860003,1,3,3,2,4,2,1.0,2,5.579729825986222,12.27749522954023
12,3,4.143134726391533,13,7,8.0,1,0.0,2,5,3.0,1.0,2.0,6.841615476477592,3,6.862757913051401,7.398174092970465,2,2,6,2,4,3,3.0,3,6.137727054086234,12.27749522954023
10,3,4.442651256490317,18,8,9.333333333333314,3,6.018593214496234,3,5,3.0,3.0,2.0,7.370860166536716,4,7.370860166536716,7.370860166536716,2,3,5,2,4,3,2.0,4,6.716594773520978,12.27749522954023
12,3,4.553876891600541,15,7,8.666666666666629,1,0.0,3,5,3.0,1.0,3.0,6.821107472256465,4,6.825460036255307,7.529406457837013,2,3,6,1,5,3,2.0,3,6.20050917404269,12.27749522954023
10,3,4.189654742026425,11,6,9.0,1,0.0,2,5,3.0,1.0,3.0,7.016609683894219,4,7.016609683894219,7.016609683894219,1,3,4,1,2,3,1.0,3,6.3578422665081,12.27749522954023
12,3,4.2626798770413155,15,8,8.666666666666629,2,5.0106352940962555,3,5,3.0,1.0,2.0,7.158513997329321,4,7.158513997329321,7.682482446534506,2,3,5,2,4,3,2.0,3,6.473890696352274,12.27749522954023
12,3,4.442651256490317,15,7,9.333333333333314,1,0.0,3,5,3.0,1.0,2.0,6.591673732008658,4,6.591673732008658,7.284134806195205,2,3,6,2,4,3,3.0,3,6.089044875446846,12.27749522954023
10,3,4.532599493153256,20,8,9.5,3,4.61512051684126,3,5,4.0,4.0,3.0,7.457609289715606,4,7.482681828154651,7.482681828154651,2,3,5,2,4,3,3.0,4,6.569481420414296,12.27749522954023
10,3,4.31748811353631,11,7,8.0,1,0.0,3,5,3.0,4.0,3.0,7.301822342137932,4,7.3098814858247865,7.3098814858247865,2,3,3,2,4,3,2.0,3,6.244166900663736,12.27749522954023
6,3,4.02535169073515,23,8,7.666666666666629,2,6.363028103540465,3,5,3.0,3.0,3.0,7.617759576608505,4,7.627544390488503,8.08301991917133,2,3,7,2,4,3,3.0,4,6.502790045915623,12.27749522954023
